51300055387,dcc,161,218
51300055835,fba,79,284
51300059919,ccb,110,295
51300079295,cfa,113,89
51300097009,afe,51,262
51300104665,cgd,65,67
51300122409,ceg,191,264
51300145735,acb,53,58
51300156922,faf,36,84
51300162038,bfb,148,67
51300225441,gce,195,194
51300352741,dab,151,256
51300359818,daa,185,191
51300393785,acb,33,65
51300409524,gfe,83,237
51300421788,fdf,260,251
51300449387,bbe,91,119
51300502879,aee,292,280
51300518400,fdf,105,220
51300699457,abb,76,170
51300712595,fac,207,8
51300731471,gec,144,186
51300758749,adg,233,269
51300783361,dba,291,76
51300820866,faf,245,70
51300854423,gfe,65,270
51300872071,ged,270,83
51300878072,cfe,213,223
51300912058,bca,190,260
51300992887,eab,200,263
51301007561,ffe,172,248
51301021367,fda,246,183
51301030200,dgb,255,38
51301054864,daf,270,176
51301056477,gdg,92,181
51301086559,fdg,107,128
51301127418,gde,149,147
51301162474,cab,299,80
51301205261,fee,136,55
51301283748,cda,156,154
51301284948,ecd,5,221
51301314387,bcd,182,245
51301374654,feg,43,111
51301394640,ebc,279,34
51301464281,dcg,133,16
51301480969,cga,81,236
51301481757,fad,32,259
51301548246,efd,232,105
51301559778,gfc,111,269
51301604220,acf,28,142
51301611007,bbe,231,119
51301618435,gae,212,47
51301682325,cdf,153,149
51301699114,gdd,174,217
51301755340,dfd,253,96
51301756595,def,238,158
51301764589,aae,294,90
51301788857,fba,210,323
51301801461,bea,98,42
51301802649,cfg,272,269
51301807918,ebg,253,290
51301821213,ffe,192,257
51301840245,ffg,294,163
51301850169,feg,28,93
51301894023,ggd,283,247
51301924216,dgb,267,30
51302005348,bfe,140,139
51302011813,dbc,5,148
51302026921,dgd,162,23
51302041095,bgf,79,133
51302084353,egd,7,28
51302096097,efa,39,228
51302106305,cbg,23,22
51302123330,egf,189,176
51302135632,fge,103,132
51302167030,gbg,27,167
51302210560,cgc,17,278
51302238155,cdg,15,32
51302238679,gge,45,218
51302300017,ebc,158,34
51302314423,gbc,112,66
51302339178,dcb,156,205
51302345102,cbe,89,46
51302351470,gcb,87,20
51302362406,faa,46,121
51302383461,aba,88,100
51302399245,dac,90,278
51302412946,cef,150,132
51302429082,ega,34,246
51302464666,gbg,170,167
51302475947,cfc,40,181
51302478044,gga,136,29
51302519375,cfd,289,59
51302542233,cad,21,57
51302580052,efe,30,84
51302582386,bbd,18,47
51302652813,bcc,223,187
51302664669,eeg,185,184
51302685052,ecd,10,187
51302727678,fca,66,22
51302736330,gge,274,178
51302738095,eea,102,172
51302760898,cfd,189,60
51302766380,dba,41,70
51302769870,fea,293,14
51302781689,fgg,68,126
51302824086,age,126,60
51302833535,dda,61,73
51302838632,cag,285,239
51302844713,geg,25,196
51302888503,aac,245,230
51302898298,fbc,177,168
51302941029,gcf,40,134
51302968638,dbd,81,190
51302971047,gfd,16,254
51303019227,ebb,294,61
51303024521,fad,204,220
51303045905,fag,281,202
51303059865,aga,145,32
51303060763,gbb,118,266
51303073788,aca,287,244
51303103745,bdf,292,65
51303113529,afa,87,78
51303146179,cff,291,44
51303148966,ffb,149,190
51303161933,bfa,37,125
51303197384,cfb,187,253
51303224212,ece,230,259
51303225349,fea,123,13
51303278770,dab,42,253
51303308305,aee,210,254
51303368035,ggg,215,275
51303374791,adf,113,21
51303375014,bfd,170,261
51303434913,aca,65,263
51303445710,ebf,71,6
51303456601,abc,133,293
51303470052,edg,64,191
51303474293,fda,73,203
51303510739,ddc,264,138
51303517424,acf,109,126
51303548225,aad,265,226
51303585957,bde,41,201
51303598263,cbe,126,42
51303600792,fde,265,221
51303610164,fdb,288,273
51303640092,ead,20,58
51303643917,dba,169,78
51303645538,edf,159,249
51303647683,egg,278,229
51303688561,dfd,266,90
51303705749,edd,46,183
51303719787,cca,228,139
51303725235,bcg,160,20
51303738234,ada,28,252
51303745375,eee,52,291
51303768190,aad,166,180
51303784710,aff,243,253
51303820728,cfb,197,215
51303824971,gfc,246,274
51303835127,bed,205,171
51303852380,gbc,217,75
51303891672,cea,62,239
51303891683,bfg,271,106
51303908710,dce,117,287
51303935383,eec,62,138
51303971655,fef,265,168
51303976273,gdf,250,25
51304033325,cad,59,63
51304047761,efg,245,154
51304063255,aag,187,175
51304074148,dfd,61,98
51304077104,gde,216,144
51304082932,ccg,41,22
51304099622,cge,153,117
51304157002,dac,72,241
51304174792,fca,45,22
51304208574,ffg,83,166
51304246342,dcc,237,183
51304264891,agf,166,275
51304271729,gcb,73,23
51304285285,cbf,193,238
51304315721,fgc,85,195
51304356159,gca,6,37
51304360431,bgf,37,150
51304377506,gfc,210,315
51304383516,ceb,53,156
51304410643,eeb,288,53
51304449318,agg,275,280
51304470067,cff,245,41
51304475960,acc,283,64
51304503488,beb,69,145
51304573218,bee,82,139
51304580146,bff,4,48
51304606179,bcc,285,153
51304615523,fge,118,138
51304654746,dga,145,270
51304730751,gda,15,44
51304744415,fgg,261,102
51304746824,ecb,190,200
51304768603,afa,160,81
51304794814,dea,180,159
51304812545,ceg,191,277
51304842406,gff,201,257
51304879417,ebe,48,247
51304889494,dge,170,247
51304890225,gdd,240,184
51304909077,dab,90,202
51304944115,cbb,177,151
51304952225,fcg,137,235
51304966296,cfd,214,66
51304993223,aea,214,201
51305027825,dgf,220,38
51305037145,cag,78,262
51305039286,bdg,100,148
51305077839,gfg,63,273
51305081536,bec,182,30
51305083712,aed,293,55
51305086473,ecc,198,266
51305096412,dgc,297,128
51305112144,fcd,28,22
51305127270,fdc,140,20
51305128268,bde,157,223
51305129562,fde,107,247
51305133294,dab,114,185
51305153201,aeg,148,196
51305158090,dfd,2,109
51305158916,eca,264,252
51305166661,fcg,73,270
51305174090,abd,83,199
51305189671,fdg,123,148
51305191192,dgg,286,44
51305193501,ggc,160,131
51305214619,aad,111,185
51305244705,dag,201,12
51305255035,ggg,202,319
51305286550,dad,294,250
51305309106,bae,47,6
51305344484,aab,249,197
51305402460,agc,195,144
51305424736,fbd,223,16
51305432978,eac,143,173
51305441626,eda,32,201
51305447256,ecb,174,204
51305462526,fad,104,246
51305502602,eed,169,150
51305507950,cgd,8,57
51305522292,cgg,19,190
51305528228,cff,214,36
51305536405,dgb,209,33
51305539553,ged,270,98
51305560239,dfb,190,217
51305585058,dee,75,144
51305628311,bca,169,267
51305629177,ffc,61,254
51305632558,gaa,213,80
51305655540,beg,188,126
51305702687,bce,238,52
51305726515,cdb,107,148
51305746069,cga,187,233
51305777094,ecc,111,231
51305787750,agc,273,125
51305794171,acg,236,283
51305859287,ffb,249,184
51305860130,efe,252,97
51305861003,acf,178,102
51305862445,dcg,162,17
51305873074,ffd,109,119
51305873801,afg,289,298
51305887282,bca,4,296
51305887670,gae,92,47
51305907764,bcb,55,226
51305911562,egb,88,127
51305912679,fbg,173,268
51305932480,dfg,133,178
51305933042,ddf,299,156
51305942063,dbg,1,294
51305952700,cgc,171,311
51305957746,ege,243,23
51305990817,bdb,185,148
51306021261,add,197,198
51306036641,dff,129,18
51306037407,aae,275,86
51306075220,aaf,61,130
51306110972,adb,198,158
51306119852,edb,110,105
51306150094,eaf,182,138
51306173096,ada,36,239
51306214296,bec,229,32
51306249638,cdf,216,168
51306258335,bcd,218,264
51306296495,dfc,232,20
51306299604,bag,105,101
51306322507,efc,291,160
51306329748,fgf,82,104
51306345868,dcc,269,151
51306347128,gcc,206,271
51306357189,bda,235,179
51306383448,afe,214,298
51306399252,efe,287,88
51306418686,eaa,42,223
51306449565,dcf,52,89
51306452210,dbc,249,139
51306505232,fbg,166,300
51306516801,feb,233,270
51306516959,adg,115,293
51306520120,ccc,98,65
51306530367,dbf,27,212
51306542534,ece,226,261
51306554381,adb,34,172
51306558565,dfa,30,287
51306559293,abe,56,191
51306577083,bfc,278,127
51306619316,cfc,92,206
51306659134,cdd,221,26
51306667833,aee,238,287
51306668296,fgb,169,75
51306679101,deb,47,138
51306715893,dde,228,100
51306718664,dbc,17,165
51306750696,bde,71,182
51306767494,efd,75,86
51306768636,aba,215,84
51306771078,ggb,156,113
51306775185,agb,299,222
51306788541,gec,38,219
51306794648,caa,209,18
51306810456,dfe,212,242
51306838355,gea,169,258
51306860337,bbe,250,108
51306860666,ccb,146,318
51306861123,gfd,76,226
51306885689,ecg,141,124
51306896743,cda,110,132
51306898375,abe,285,152
51306906598,dfd,242,106
51306957602,dcb,111,164
51306963627,ebd,136,26
51306967915,bee,122,126
51306987420,gdb,2,124
51307016793,gfb,48,273
51307021847,fdb,9,262
51307026051,fga,185,294
51307031410,daa,248,154
51307044584,egb,280,115
51307055159,bge,216,259
51307067135,cad,182,59
51307077915,dba,243,62
51307102692,bgd,22,281
51307108490,aee,263,321
51307109878,gcb,289,20
51307124872,ddb,224,266
51307137590,aff,270,212
51307141507,dfa,219,295
51307141852,cba,279,190
51307141919,ffd,260,111
51307156530,afd,14,153
51307158190,agd,75,170
51307179509,bbd,197,40
51307180393,cdb,55,153
51307190552,fad,88,226
51307194018,cce,126,289
51307203295,cae,21,151
51307238668,bdd,177,209
51307251758,fgc,203,210
51307259094,bcf,94,45
51307295790,gaf,117,196
51307298715,dae,151,258
51307318014,bfb,163,56
51307334766,bgg,201,255
51307342399,fdf,83,195
51307373308,cgb,30,282
51307381468,dfd,281,122
51307397612,eaf,232,146
51307398613,gbd,38,272
51307408755,gdg,55,175
51307432670,gee,292,288
51307464906,gab,104,10
51307468943,cbc,214,79
51307477942,cfa,233,105
51307480916,dbb,108,204
51307483067,cbd,148,198
51307498132,dbf,176,184
51307506052,bbc,277,285
51307511566,cag,34,262
51307518571,abg,251,276
51307521841,fbb,62,200
51307524377,bed,62,171
51307560408,dca,114,147
51307561946,gbe,217,46
51307572345,bba,282,299
51307589590,gea,135,307
51307622961,dfa,144,303
51307626853,fgf,146,120
51307627687,gaa,30,84
51307631056,dec,125,7
51307655579,eff,53,55
51307670198,ccf,228,188
51307683130,aeb,22,214
51307717939,dcd,180,13
51307723825,aac,286,204
51307728740,cdc,95,172
51307736885,deg,82,198
51307759042,dec,37,7
51307761231,eef,97,259
51307762398,fag,115,199
51307770585,fdf,108,161
51307780831,ebc,28,30
51307792261,geg,203,199
51307802634,eba,74,291
51307813268,egd,63,29
51307842533,fde,6,232
51307857441,eag,190,40
51307876815,ade,154,279
51307883572,ede,41,82
51307894913,fab,210,39
51307905149,cef,12,146
51307917956,bfa,67,130
51307965464,fbd,13,16
51307966847,aaa,136,213
51307972471,adc,190,213
51307974107,bbb,206,219
51308005393,fae,281,290
51308033810,fae,120,333
51308035113,bac,168,147
51308036909,gfb,221,253
51308038380,aec,98,223
51308049576,cdd,230,28
51308052243,cge,106,107
51308055952,dfa,186,296
51308056128,cac,253,119
51308065473,baf,126,56
51308082431,fda,53,223
51308084891,cbg,152,22
51308103148,dda,218,71
51308103389,cda,135,143
51308131306,bbf,209,224
51308139833,ddd,14,279
51308200458,bga,38,105
51308207471,gfd,282,207
51308222691,fca,292,22
51308229557,fdd,233,215
51308272799,bbc,120,233
51308273925,eae,18,61
51308275905,bge,173,279
51308296963,cgf,202,39
51308318578,fca,293,21
51308325077,bgg,55,206
51308365639,ddg,228,62
51308366793,bdd,208,173
51308418528,fff,4,214
51308424118,geb,149,221
51308429857,fed,34,33
51308438662,ggc,230,134
51308448438,dbe,46,38
51308456917,ffa,104,208
51308471231,bef,80,297
51308482465,age,202,52
51308500449,acd,152,283
51308505018,afb,188,51
51308511607,bad,197,278
51308531271,bdc,129,298
51308548188,eaf,157,141
51308596409,bba,92,352
51308597830,efb,179,162
51308607328,dcb,64,164
51308621407,cfe,183,182
51308623505,fba,9,326
51308630267,aef,198,124
51308634405,bgc,65,141
51308646647,cbf,34,273
51308656431,egg,46,235
51308676278,cdc,28,163
51308682869,afc,123,247
51308712041,cbb,100,151
51308714044,aca,124,263
51308723437,fcc,94,63
51308734081,gad,246,286
51308755637,cec,51,200
51308766102,ffe,88,292
51308777384,aac,147,169
51308781425,cde,52,105
51308801156,gac,253,168
51308801935,gcc,83,254
51308808889,fbb,284,178
51308812586,gcd,85,106
51308813481,ffd,283,98
51308827176,ced,299,241
51308850314,edf,150,229
51308862274,fge,48,139
51308869529,dge,118,197
51308895258,fbe,128,6
51308896327,fcf,136,16
51308909271,ecf,205,240
51308929795,fea,222,11
51308951800,gbc,106,79
51308957003,bcg,95,20
51308967491,acc,171,73
51308983896,bad,74,325
51308984339,ebf,14,5
51308986647,edc,135,84
51309002382,faf,87,79
51309021230,abf,180,238
51309053278,dbc,60,153
51309074786,bgb,63,270
51309077982,gbf,66,276
51309085884,ebg,264,261
51309088749,gbe,101,47
51309091029,bfg,291,94
51309120952,agd,177,185
51309147846,ded,282,137
51309159788,fcb,30,239
51309176692,baa,201,238
51309178962,gfb,30,250
51309191398,bdf,174,70
51309198599,gba,125,183
51309227223,fdc,122,22
51309245095,egf,192,174
51309261559,dea,245,138
51309278985,gae,253,45
51309331698,bab,18,16
51309347891,gaa,166,74
51309356579,gag,61,43
51309379249,aab,137,181
51309383576,bbg,296,222
51309389384,cee,285,76
51309397906,ggf,247,46
51309417412,gcb,253,18
51309422954,fbc,74,193
51309430202,cdf,112,196
51309457493,ace,115,169
51309505022,dae,107,227
51309514454,dcd,85,10
51309516270,gcg,104,196
51309525968,ccd,17,137
51309539852,ecd,35,175
51309551767,abb,223,161
51309599017,faa,249,133
51309605627,fdg,16,140
51309609893,gfa,187,214
51309611757,eab,73,284
51309613714,cab,124,88
